SK_ID_CURR,TARGET
147236,0
345027,0
205412,0
310045,0
321022,0
300492,0
279825,0
374825,1
291454,0
350948,0
333267,0
326461,0
390530,0
255361,0
322970,0
198782,0
454224,0
158418,0
381127,1
431306,0
102361,0
161397,0
433563,0
230146,0
325459,0
153713,0
137536,0
214401,0
326892,0
255413,0
430791,0
434547,0
340560,0
361178,0
288354,0
422972,0
285303,0
318839,0
206609,0
286391,1
156533,0
168767,0
319467,0
153283,0
252996,0
359467,0
280403,0
243316,0
443157,0
261230,0
180575,0
209829,0
102044,0
156455,0
426709,1
261703,0
203021,0
336440,0
396569,0
356781,0
277851,1
388185,0
328351,0
333679,0
211997,0
161814,0
151269,0
301553,0
370339,0
339324,0
157344,0
202856,1
261776,0
364466,1
316338,0
154701,0
355566,0
289969,0
172880,0
251094,1
225226,0
244323,0
442476,0
232363,0
240880,0
199109,0
234728,0
370848,0
300138,0
374271,0
110549,0
446009,0
399183,0
284947,0
152574,0
363442,1
271262,0
394362,0
147142,0
407310,0
292061,0
162699,1
113802,0
329203,0
101858,0
454876,0
340324,0
249111,0
135246,0
274838,0
362255,0
196416,0
361270,0
220651,0
332804,1
442821,0
117397,0
419219,1
393772,0
419645,0
385554,0
206201,0
130642,0
209220,0
330960,0
218173,0
252536,0
307407,0
212870,0
229182,0
340393,0
241230,0
130553,0
443386,0
174510,0
155298,0
316398,0
234804,0
380478,0
153216,0
395868,1
300327,0
341319,0
127847,0
429460,0
155964,0
425026,0
272954,0
246058,1
100671,0
382215,0
395914,0
298811,0
190601,0
197703,0
294131,0
163371,0
359310,0
360708,0
411578,0
285868,0
334533,0
207663,0
394994,0
153053,0
214871,0
224377,0
238329,0
266098,0
162098,1
251019,0
281863,0
379637,0
165103,0
147980,0
364729,0
248619,0
428853,0
452009,0
283596,0
294590,0
234264,0
451324,0
251387,0
157525,0
431791,0
114276,0
139155,0
402862,0
441773,0
416722,1
250734,0
158692,0
103040,0
330688,0
284801,0
430127,0
451129,0
227497,0
443838,0
109300,0
201673,0
127962,0
242366,0
380637,0
229170,0
449017,0
109423,0
123725,0
438592,0
350863,0
103107,0
106464,0
219343,0
166523,0
395858,0
455845,0
347932,0
285489,0
332740,0
249261,0
208763,0
130523,1
131871,0
447965,0
322162,0
284195,0
108622,1
277099,0
128511,0
213568,0
242274,0
111202,0
393191,0
404977,0
309594,0
325309,0
439331,0
370025,0
115250,0
193844,0
187554,0
215209,0
213366,0
306154,0
311378,1
194796,0
429812,0
319118,0
154362,0
284245,0
133955,0
276809,0
238560,0
452118,0
349843,0
368785,0
311412,0
183088,0
197981,0
454319,0
400549,0
107648,0
400757,0
207392,0
150894,1
182737,0
213871,0
146410,0
261422,0
350024,1
274916,1
228640,0
281000,0
291887,0
176041,0
404182,0
449241,0
182510,0
281202,0
150689,0
144554,0
234313,1
232075,1
428812,0
380526,0
348902,0
252785,0
421775,0
426065,0
346612,0
331787,0
171227,0
371590,0
145125,1
184650,0
119614,0
452910,0
404454,0
215240,0
287046,0
100050,0
314726,0
103585,0
414674,0
270017,0
264556,0
411339,0
400575,0
336100,0
211179,0
454171,0
238275,0
132188,0
433530,0
389209,0
124767,0
126400,1
385065,0
397670,0
361694,0
227878,0
146089,0
163007,0
329454,0
336327,0
204992,0
315755,0
170958,0
442971,0
151430,0
440712,0
125105,0
159848,1
186678,0
168596,0
213817,0
289609,0
301562,0
304499,0
415622,0
309552,0
298354,0
256672,0
358257,0
121337,0
249194,0
220496,0
253239,0
260022,0
364354,0
125676,0
122454,0
133414,0
417249,0
299255,0
378013,0
224438,0
201428,0
308809,0
335499,0
292790,0
440678,0
414820,0
176565,0
249552,1
365683,0
208121,0
455152,0
445010,0
261714,0
410436,0
448517,0
193590,0
442294,1
209681,0
151708,0
164657,0
221627,0
313087,0
434127,0
413309,1
293853,1
330318,0
226955,0
192248,0
435057,0
135887,0
376904,0
160494,0
246551,0
224069,0
343680,0
195328,0
183039,1
213341,0
359815,0
294433,1
170661,0
286186,1
204352,0
192110,0
263057,0
417269,0
356614,0
282398,0
178157,0
149803,0
369177,1
223053,0
386498,0
285252,0
158941,0
411440,0
154882,0
420508,0
229372,0
236030,0
352954,0
224422,0
199173,0
185535,1
306779,0
109546,0
274543,0
254666,0
178269,0
388959,0
267654,0
453987,0
333749,0
333108,0
345113,0
405715,0
277294,0
400067,1
435918,0
192817,0
323629,0
248496,0
418127,0
397944,0
440783,0
390553,0
284250,0
306594,0
174084,0
421011,0
151885,0
393640,0
370931,0
199486,0
210212,0
453820,0
169665,1
157561,0
277713,0
407808,0
224611,0
419459,0
101155,0
391509,0
182850,0
180621,0
372877,0
168198,1
398770,0
123071,0
418985,0
343422,0
337150,0
400319,0
103610,0
381812,0
318435,0
276013,0
376234,0
313861,0
438008,0
352543,0
354785,0
259820,0
212797,0
335644,0
365918,0
309695,0
134289,0
307033,0
410875,0
355898,0
305840,0
212213,0
183606,0
168344,0
365093,0
156390,0
393810,0
431302,0
391308,0
348937,0
224330,0
300076,0
282814,0
189984,0
204577,1
146419,0
145066,0
432310,0
250344,0
148633,0
158244,1
167594,0
201802,0
428191,0
354413,1
115921,0
146340,0
259786,0
435456,0
198426,0
284531,1
335271,0
161146,0
342483,0
215308,0
254911,0
165542,1
227456,0
242131,1
438843,0
233236,0
279141,0
393782,0
158695,0
139550,0
221548,0
193740,0
403112,0
131188,0
172004,0
170558,0
380707,0
117370,1
329278,0
249942,0
190371,1
351217,0
307533,0
373966,0
134235,0
430832,0
358497,0
102560,0
243532,0
423320,0
349597,0
142293,0
180616,0
362398,0
126363,0
331588,0
118892,0
199396,0
327184,0
438940,0
305468,0
215235,0
283217,0
253124,0
124769,0
111160,1
116307,0
380349,0
154233,0
248849,0
171880,0
173730,0
136240,0
169213,0
128923,0
158492,0
320059,0
409755,1
109995,0
333714,0
139562,0
305454,1
379874,0
316503,1
264993,0
124863,0
418021,0
256938,0
123730,0
377884,0
331447,0
156500,0
336326,0
266039,0
260798,0
138647,0
213963,0
138787,0
141224,0
336612,0
303167,1
118341,0
353551,0
322164,0
308300,0
387865,0
412589,0
301011,1
257034,0
378326,0
379433,0
376130,0
311873,0
195294,0
105714,1
152315,0
449477,0
371884,0
160685,0
105670,0
360773,0
451227,0
318620,0
232673,0
371923,0
231474,0
429535,0
304150,0
442545,0
217041,1
151265,0
233079,0
109173,0
273058,0
118659,0
319631,0
251563,0
283030,0
224784,0
150026,0
182230,0
434677,1
417958,1
375707,0
210689,0
164161,0
383915,0
260650,0
340887,0
150893,0
158746,1
385891,0
188572,0
411784,0
135987,0
403880,0
439066,0
214902,0
321803,0
391515,0
371784,0
429360,0
401431,0
289121,0
342076,0
109838,0
201878,0
379324,0
169120,1
325089,0
319375,0
440204,0
235418,0
137247,0
405345,0
445676,0
261257,0
104968,0
114985,0
332907,0
357105,0
181751,0
394314,0
351205,0
148460,0
100345,0
252529,0
325642,0
114939,0
312038,0
427690,0
173653,0
263990,0
399250,0
263256,0
249389,0
348212,0
348038,0
145744,0
327839,0
125428,0
175506,0
261584,0
361105,0
417425,0
152423,0
413487,0
423302,0
278491,0
180173,0
201497,0
371091,0
431840,0
128837,0
301037,0
240663,0
235895,0
412972,0
336803,0
305487,0
142202,0
251153,0
376772,0
156702,0
344559,0
230638,1
381307,0
154384,0
371739,0
125075,0
232289,0
247389,1
239345,0
286428,0
216368,0
372143,0
149820,0
378180,0
114404,0
345671,0
202191,0
112139,0
152382,0
455821,0
261601,0
283185,0
417304,0
205532,0
455025,0
306059,0
423695,0
116122,0
386527,0
455637,0
177908,0
296113,0
106819,1
128061,0
207383,0
193136,0
113063,1
167633,0
264956,0
434268,0
330161,0
106223,0
135098,0
218821,0
142599,0
363741,0
346084,0
454044,0
315821,0
262049,0
193175,0
182426,0
353604,0
334934,0
418353,0
343263,0
347293,0
349330,0
416635,0
124708,0
207078,0
393785,0
136360,1
146741,0
234050,1
356866,0
269486,0
166731,0
378845,0
347028,0
372160,1
448961,0
258999,0
140976,0
391314,0
354250,1
165061,0
268693,0
242301,0
242135,0
426391,0
388605,0
324527,0
222546,0
169820,0
139253,0
338102,1
387265,0
112797,0
310460,0
356915,0
129018,0
244862,0
214744,0
239981,0
415966,0
307960,0
157320,0
455506,0
215616,1
254429,0
236447,0
405314,0
364338,0
270398,0
415798,0
273364,0
411776,0
236276,0
439043,0
136292,0
370951,0
385466,0
188164,0
402249,0
191403,0
324800,0
277188,0
356943,0
367160,0
401512,0
282057,1
367552,0
155233,0
390693,0
360473,0
230259,0
212273,0
420435,0
414289,0
315382,0
143929,0
423546,0
286221,0
447486,0
